Field_1,WEEK,WEEK_STARTING,WEEKLY ENPLANEMENTS,ORDER,WEEKLY_ENPLANEMENTS2
20,21,"May 21, 2019",17414930,64,17414930
21,22,"May 28, 2019",18194149,64,18194149
22,23,"Jun 04, 2019",18104387,64,18104387
23,24,"Jun 11, 2019",18321170,64,18321170
24,25,"Jun 18, 2019",18624071,64,18624071
25,26,"Jun 25, 2019",17741372,64,17741372
26,27,"Jul 02, 2019",13836482,64,13836482
27,28,"Jul 09, 2019",15338763,64,15338763
28,29,"Jul 16, 2019",15570231,64,15570231
29,30,"Jul 23, 2019",15205399,64,15205399
30,31,"Jul 30, 2019",15333126,64,15333126
31,32,"Aug 06, 2019",18483701,64,18483701
32,33,"Aug 13, 2019",18393692,64,18393692
33,34,"Aug 20, 2019",18386497,64,18386497
34,35,"Aug 27, 2019",17454110,64,17454110
35,36,"Sep 03, 2019",15776335,64,15776335
36,37,"Sep 10, 2019",16512127,64,16512127
37,38,"Sep 17, 2019",16559505,64,16559505
38,39,"Sep 24, 2019",15133034,64,15133034
39,40,"Oct 01, 2019",15962941,64,15962941
40,41,"Oct 08, 2019",14112240,64,14112240
41,42,"Oct 15, 2019",14049447,64,14049447
42,43,"Oct 22, 2019",13308128,64,13308128
43,44,"Oct 29, 2019",12489245,64,12489245
44,45,"Nov 05, 2019",16975283,64,16975283
45,46,"Nov 12, 2019",16579586,64,16579586
46,47,"Nov 19, 2019",15990755,64,15990755
47,48,"Nov 26, 2019",15271377,64,15271377
48,49,"Dec 03, 2019",15406031,64,15406031
49,50,"Dec 10, 2019",15219673,64,15219673
50,51,"Dec 17, 2019",15436205,64,15436205
51,52,"Dec 24, 2019",11947567,64,11947567
52,53,"Dec 31, 2019",11709524,64,11709524
53,54,"Jan 07, 2020",15678848,64,15678848
54,55,"Jan 14, 2020",15717139,64,15717139
55,56,"Jan 21, 2020",15510993,64,15510993
56,57,"Jan 28, 2020",14704020,64,14704020
57,58,"Feb 04, 2020",15622940,64,15622940
58,59,"Feb 11, 2020",15633051,64,15633051
59,60,"Feb 18, 2020",15607773,64,15607773
60,61,"Feb 25, 2020",12986236,64,12986236
61,62,"Mar 03, 2020",11743057,64,11743057
62,63,"Mar 10, 2020",10010525,64,10010525
63,64,"Mar 17, 2020",5801695,64,5801695
64,65,"Mar 24, 2020",3741609,64,
65,66,"Mar 31, 2020",3114114,64,
66,67,"Apr 07, 2020",670239,64,
67,68,"Apr 14, 2020",683551,64,
68,69,"Apr 21, 2020",731575,64,
69,70,"Apr 28, 2020",791635,64,
70,71,"May 05, 2020",1766309,64,
71,72,"May 12, 2020",1899899,64,
72,73,"May 19, 2020",1977067,64,
73,74,"May 26, 2020",2217724,64,
74,75,"Jun 02, 2020",3154688,64,
75,76,"Jun 09, 2020",3218990,64,
76,77,"Jun 16, 2020",3223705,64,
77,78,"Jun 23, 2020",3286039,64,
78,79,"Jun 30, 2020",3248578,64,
79,80,"Jul 07, 2020",5918477,64,
80,81,"Jul 14, 2020",5783906,64,
81,82,"Jul 21, 2020",5601257,64,
82,83,"Jul 28, 2020",5575360,64,
83,84,"Aug 04, 2020",5915960,64,
84,85,"Aug 11, 2020",6000023,64,
85,86,"Aug 18, 2020",5959957,64,
86,87,"Aug 25, 2020",6034060,64,
87,88,"Sep 01, 2020",4931128,64,
88,89,"Sep 08, 2020",4941808,64,
89,90,"Sep 15, 2020",4742261,64,
90,91,"Sep 22, 2020",4672608,64,
91,92,"Sep 29, 2020",4566195,64,
92,93,"Oct 06, 2020",6997989,64,
93,94,"Oct 13, 2020",7145767,64,
94,95,"Oct 20, 2020",7099136,64,
95,96,"Oct 27, 2020",6784109,64,
96,97,"Nov 03, 2020",6888241,64,
97,98,"Nov 10, 2020",6886665,64,
98,99,"Nov 17, 2020",6502345,64,
99,100,"Nov 24, 2020",6016749,64,
100,101,"Dec 01, 2020",5872898,64,
101,102,"Dec 08, 2020",5627109,64,
102,103,"Dec 15, 2020",5722088,64,
103,104,"Dec 22, 2020",4980400,64,
0,1,"Jan 01, 2019",11231295,65,11231295
1,2,"Jan 08, 2019",11388166,65,11388166
2,3,"Jan 15, 2019",11761584,65,11761584
3,4,"Jan 22, 2019",12054677,65,12054677
4,5,"Jan 29, 2019",11598279,65,11598279
5,6,"Feb 05, 2019",13428399,65,13428399
6,7,"Feb 12, 2019",13690390,65,13690390
7,8,"Feb 19, 2019",14236064,65,14236064
8,9,"Feb 26, 2019",14324147,65,14324147
9,10,"Mar 05, 2019",17473008,65,17473008
10,11,"Mar 12, 2019",17955725,65,17955725
11,12,"Mar 19, 2019",17538236,65,17538236
12,13,"Mar 26, 2019",17267031,65,17267031
13,14,"Apr 02, 2019",13137411,65,13137411
14,15,"Apr 09, 2019",13554127,65,13554127
15,16,"Apr 16, 2019",13032601,65,13032601
16,17,"Apr 23, 2019",13436586,65,13436586
17,18,"Apr 30, 2019",13777275,65,13777275
18,19,"May 07, 2019",17662448,65,17662448
19,20,"May 14, 2019",18094474,65,18094474
20,21,"May 21, 2019",17414930,65,17414930
21,22,"May 28, 2019",18194149,65,18194149
22,23,"Jun 04, 2019",18104387,65,18104387
23,24,"Jun 11, 2019",18321170,65,18321170
24,25,"Jun 18, 2019",18624071,65,18624071
25,26,"Jun 25, 2019",17741372,65,17741372
26,27,"Jul 02, 2019",13836482,65,13836482
27,28,"Jul 09, 2019",15338763,65,15338763
28,29,"Jul 16, 2019",15570231,65,15570231
29,30,"Jul 23, 2019",15205399,65,15205399
30,31,"Jul 30, 2019",15333126,65,15333126
31,32,"Aug 06, 2019",18483701,65,18483701
32,33,"Aug 13, 2019",18393692,65,18393692
33,34,"Aug 20, 2019",18386497,65,18386497
34,35,"Aug 27, 2019",17454110,65,17454110
35,36,"Sep 03, 2019",15776335,65,15776335
36,37,"Sep 10, 2019",16512127,65,16512127
37,38,"Sep 17, 2019",16559505,65,16559505
38,39,"Sep 24, 2019",15133034,65,15133034
39,40,"Oct 01, 2019",15962941,65,15962941
40,41,"Oct 08, 2019",14112240,65,14112240
41,42,"Oct 15, 2019",14049447,65,14049447
42,43,"Oct 22, 2019",13308128,65,13308128
43,44,"Oct 29, 2019",12489245,65,12489245
44,45,"Nov 05, 2019",16975283,65,16975283
45,46,"Nov 12, 2019",16579586,65,16579586
46,47,"Nov 19, 2019",15990755,65,15990755
47,48,"Nov 26, 2019",15271377,65,15271377
48,49,"Dec 03, 2019",15406031,65,15406031
49,50,"Dec 10, 2019",15219673,65,15219673
50,51,"Dec 17, 2019",15436205,65,15436205
51,52,"Dec 24, 2019",11947567,65,11947567
52,53,"Dec 31, 2019",11709524,65,11709524
53,54,"Jan 07, 2020",15678848,65,15678848
54,55,"Jan 14, 2020",15717139,65,15717139
55,56,"Jan 21, 2020",15510993,65,15510993
56,57,"Jan 28, 2020",14704020,65,14704020
57,58,"Feb 04, 2020",15622940,65,15622940
58,59,"Feb 11, 2020",15633051,65,15633051
59,60,"Feb 18, 2020",15607773,65,15607773
60,61,"Feb 25, 2020",12986236,65,12986236
61,62,"Mar 03, 2020",11743057,65,11743057
62,63,"Mar 10, 2020",10010525,65,10010525
63,64,"Mar 17, 2020",5801695,65,5801695
64,65,"Mar 24, 2020",3741609,65,3741609
65,66,"Mar 31, 2020",3114114,65,
66,67,"Apr 07, 2020",670239,65,
67,68,"Apr 14, 2020",683551,65,
68,69,"Apr 21, 2020",731575,65,
69,70,"Apr 28, 2020",791635,65,
70,71,"May 05, 2020",1766309,65,
71,72,"May 12, 2020",1899899,65,
72,73,"May 19, 2020",1977067,65,
73,74,"May 26, 2020",2217724,65,
74,75,"Jun 02, 2020",3154688,65,
75,76,"Jun 09, 2020",3218990,65,
76,77,"Jun 16, 2020",3223705,65,
77,78,"Jun 23, 2020",3286039,65,
78,79,"Jun 30, 2020",3248578,65,
79,80,"Jul 07, 2020",5918477,65,
80,81,"Jul 14, 2020",5783906,65,
81,82,"Jul 21, 2020",5601257,65,
82,83,"Jul 28, 2020",5575360,65,
83,84,"Aug 04, 2020",5915960,65,
84,85,"Aug 11, 2020",6000023,65,
85,86,"Aug 18, 2020",5959957,65,
86,87,"Aug 25, 2020",6034060,65,
87,88,"Sep 01, 2020",4931128,65,
88,89,"Sep 08, 2020",4941808,65,
89,90,"Sep 15, 2020",4742261,65,
90,91,"Sep 22, 2020",4672608,65,
91,92,"Sep 29, 2020",4566195,65,
92,93,"Oct 06, 2020",6997989,65,
93,94,"Oct 13, 2020",7145767,65,
94,95,"Oct 20, 2020",7099136,65,
95,96,"Oct 27, 2020",6784109,65,
96,97,"Nov 03, 2020",6888241,65,
97,98,"Nov 10, 2020",6886665,65,
98,99,"Nov 17, 2020",6502345,65,
99,100,"Nov 24, 2020",6016749,65,
100,101,"Dec 01, 2020",5872898,65,
101,102,"Dec 08, 2020",5627109,65,
102,103,"Dec 15, 2020",5722088,65,
103,104,"Dec 22, 2020",4980400,65,
0,1,"Jan 01, 2019",11231295,66,11231295
1,2,"Jan 08, 2019",11388166,66,11388166
2,3,"Jan 15, 2019",11761584,66,11761584
3,4,"Jan 22, 2019",12054677,66,12054677
4,5,"Jan 29, 2019",11598279,66,11598279
5,6,"Feb 05, 2019",13428399,66,13428399
6,7,"Feb 12, 2019",13690390,66,13690390
7,8,"Feb 19, 2019",14236064,66,14236064
8,9,"Feb 26, 2019",14324147,66,14324147
9,10,"Mar 05, 2019",17473008,66,17473008
10,11,"Mar 12, 2019",17955725,66,17955725
11,12,"Mar 19, 2019",17538236,66,17538236
12,13,"Mar 26, 2019",17267031,66,17267031
13,14,"Apr 02, 2019",13137411,66,13137411
14,15,"Apr 09, 2019",13554127,66,13554127
15,16,"Apr 16, 2019",13032601,66,13032601
16,17,"Apr 23, 2019",13436586,66,13436586
17,18,"Apr 30, 2019",13777275,66,13777275
18,19,"May 07, 2019",17662448,66,17662448
19,20,"May 14, 2019",18094474,66,18094474
20,21,"May 21, 2019",17414930,66,17414930
21,22,"May 28, 2019",18194149,66,18194149
22,23,"Jun 04, 2019",18104387,66,18104387
23,24,"Jun 11, 2019",18321170,66,18321170
24,25,"Jun 18, 2019",18624071,66,18624071
25,26,"Jun 25, 2019",17741372,66,17741372
26,27,"Jul 02, 2019",13836482,66,13836482
27,28,"Jul 09, 2019",15338763,66,15338763
28,29,"Jul 16, 2019",15570231,66,15570231
29,30,"Jul 23, 2019",15205399,66,15205399
30,31,"Jul 30, 2019",15333126,66,15333126
31,32,"Aug 06, 2019",18483701,66,18483701
32,33,"Aug 13, 2019",18393692,66,18393692
33,34,"Aug 20, 2019",18386497,66,18386497
34,35,"Aug 27, 2019",17454110,66,17454110
35,36,"Sep 03, 2019",15776335,66,15776335
36,37,"Sep 10, 2019",16512127,66,16512127
37,38,"Sep 17, 2019",16559505,66,16559505
38,39,"Sep 24, 2019",15133034,66,15133034
39,40,"Oct 01, 2019",15962941,66,15962941
40,41,"Oct 08, 2019",14112240,66,14112240
41,42,"Oct 15, 2019",14049447,66,14049447
42,43,"Oct 22, 2019",13308128,66,13308128
43,44,"Oct 29, 2019",12489245,66,12489245
44,45,"Nov 05, 2019",16975283,66,16975283
45,46,"Nov 12, 2019",16579586,66,16579586
46,47,"Nov 19, 2019",15990755,66,15990755
47,48,"Nov 26, 2019",15271377,66,15271377
48,49,"Dec 03, 2019",15406031,66,15406031
49,50,"Dec 10, 2019",15219673,66,15219673
50,51,"Dec 17, 2019",15436205,66,15436205
51,52,"Dec 24, 2019",11947567,66,11947567
52,53,"Dec 31, 2019",11709524,66,11709524
53,54,"Jan 07, 2020",15678848,66,15678848
54,55,"Jan 14, 2020",15717139,66,15717139
55,56,"Jan 21, 2020",15510993,66,15510993
56,57,"Jan 28, 2020",14704020,66,14704020
57,58,"Feb 04, 2020",15622940,66,15622940
58,59,"Feb 11, 2020",15633051,66,15633051
59,60,"Feb 18, 2020",15607773,66,15607773
60,61,"Feb 25, 2020",12986236,66,12986236
61,62,"Mar 03, 2020",11743057,66,11743057
62,63,"Mar 10, 2020",10010525,66,10010525
63,64,"Mar 17, 2020",5801695,66,5801695
64,65,"Mar 24, 2020",3741609,66,3741609
65,66,"Mar 31, 2020",3114114,66,3114114
66,67,"Apr 07, 2020",670239,66,
67,68,"Apr 14, 2020",683551,66,
68,69,"Apr 21, 2020",731575,66,
69,70,"Apr 28, 2020",791635,66,
70,71,"May 05, 2020",1766309,66,
71,72,"May 12, 2020",1899899,66,
72,73,"May 19, 2020",1977067,66,
73,74,"May 26, 2020",2217724,66,
74,75,"Jun 02, 2020",3154688,66,
75,76,"Jun 09, 2020",3218990,66,
76,77,"Jun 16, 2020",3223705,66,
77,78,"Jun 23, 2020",3286039,66,
78,79,"Jun 30, 2020",3248578,66,
79,80,"Jul 07, 2020",5918477,66,
80,81,"Jul 14, 2020",5783906,66,
81,82,"Jul 21, 2020",5601257,66,
82,83,"Jul 28, 2020",5575360,66,
83,84,"Aug 04, 2020",5915960,66,
84,85,"Aug 11, 2020",6000023,66,
85,86,"Aug 18, 2020",5959957,66,
86,87,"Aug 25, 2020",6034060,66,
87,88,"Sep 01, 2020",4931128,66,
88,89,"Sep 08, 2020",4941808,66,
89,90,"Sep 15, 2020",4742261,66,
90,91,"Sep 22, 2020",4672608,66,
91,92,"Sep 29, 2020",4566195,66,
92,93,"Oct 06, 2020",6997989,66,
93,94,"Oct 13, 2020",7145767,66,
94,95,"Oct 20, 2020",7099136,66,
95,96,"Oct 27, 2020",6784109,66,
96,97,"Nov 03, 2020",6888241,66,
97,98,"Nov 10, 2020",6886665,66,
98,99,"Nov 17, 2020",6502345,66,
99,100,"Nov 24, 2020",6016749,66,
100,101,"Dec 01, 2020",5872898,66,
101,102,"Dec 08, 2020",5627109,66,
102,103,"Dec 15, 2020",5722088,66,
103,104,"Dec 22, 2020",4980400,66,
0,1,"Jan 01, 2019",11231295,67,11231295
1,2,"Jan 08, 2019",11388166,67,11388166
2,3,"Jan 15, 2019",11761584,67,11761584
3,4,"Jan 22, 2019",12054677,67,12054677
4,5,"Jan 29, 2019",11598279,67,11598279
5,6,"Feb 05, 2019",13428399,67,13428399
6,7,"Feb 12, 2019",13690390,67,13690390
7,8,"Feb 19, 2019",14236064,67,14236064
8,9,"Feb 26, 2019",14324147,67,14324147
9,10,"Mar 05, 2019",17473008,67,17473008
10,11,"Mar 12, 2019",17955725,67,17955725
11,12,"Mar 19, 2019",17538236,67,17538236
12,13,"Mar 26, 2019",17267031,67,17267031
13,14,"Apr 02, 2019",13137411,67,13137411
14,15,"Apr 09, 2019",13554127,67,13554127
15,16,"Apr 16, 2019",13032601,67,13032601
16,17,"Apr 23, 2019",13436586,67,13436586
17,18,"Apr 30, 2019",13777275,67,13777275
18,19,"May 07, 2019",17662448,67,17662448
19,20,"May 14, 2019",18094474,67,18094474
20,21,"May 21, 2019",17414930,67,17414930
21,22,"May 28, 2019",18194149,67,18194149
22,23,"Jun 04, 2019",18104387,67,18104387
23,24,"Jun 11, 2019",18321170,67,18321170
24,25,"Jun 18, 2019",18624071,67,18624071
25,26,"Jun 25, 2019",17741372,67,17741372
26,27,"Jul 02, 2019",13836482,67,13836482
27,28,"Jul 09, 2019",15338763,67,15338763
28,29,"Jul 16, 2019",15570231,67,15570231
29,30,"Jul 23, 2019",15205399,67,15205399
30,31,"Jul 30, 2019",15333126,67,15333126
31,32,"Aug 06, 2019",18483701,67,18483701
32,33,"Aug 13, 2019",18393692,67,18393692
33,34,"Aug 20, 2019",18386497,67,18386497
34,35,"Aug 27, 2019",17454110,67,17454110
35,36,"Sep 03, 2019",15776335,67,15776335
36,37,"Sep 10, 2019",16512127,67,16512127
37,38,"Sep 17, 2019",16559505,67,16559505
38,39,"Sep 24, 2019",15133034,67,15133034
39,40,"Oct 01, 2019",15962941,67,15962941
40,41,"Oct 08, 2019",14112240,67,14112240
41,42,"Oct 15, 2019",14049447,67,14049447
42,43,"Oct 22, 2019",13308128,67,13308128
43,44,"Oct 29, 2019",12489245,67,12489245
44,45,"Nov 05, 2019",16975283,67,16975283
45,46,"Nov 12, 2019",16579586,67,16579586
46,47,"Nov 19, 2019",15990755,67,15990755
47,48,"Nov 26, 2019",15271377,67,15271377
48,49,"Dec 03, 2019",15406031,67,15406031
49,50,"Dec 10, 2019",15219673,67,15219673
50,51,"Dec 17, 2019",15436205,67,15436205
51,52,"Dec 24, 2019",11947567,67,11947567
52,53,"Dec 31, 2019",11709524,67,11709524
53,54,"Jan 07, 2020",15678848,67,15678848
54,55,"Jan 14, 2020",15717139,67,15717139
55,56,"Jan 21, 2020",15510993,67,15510993
56,57,"Jan 28, 2020",14704020,67,14704020
57,58,"Feb 04, 2020",15622940,67,15622940
58,59,"Feb 11, 2020",15633051,67,15633051
59,60,"Feb 18, 2020",15607773,67,15607773
60,61,"Feb 25, 2020",12986236,67,12986236
61,62,"Mar 03, 2020",11743057,67,11743057
62,63,"Mar 10, 2020",10010525,67,10010525
63,64,"Mar 17, 2020",5801695,67,5801695
64,65,"Mar 24, 2020",3741609,67,3741609
65,66,"Mar 31, 2020",3114114,67,3114114
66,67,"Apr 07, 2020",670239,67,670239
67,68,"Apr 14, 2020",683551,67,
68,69,"Apr 21, 2020",731575,67,
69,70,"Apr 28, 2020",791635,67,
70,71,"May 05, 2020",1766309,67,
71,72,"May 12, 2020",1899899,67,
72,73,"May 19, 2020",1977067,67,
73,74,"May 26, 2020",2217724,67,
74,75,"Jun 02, 2020",3154688,67,
75,76,"Jun 09, 2020",3218990,67,
76,77,"Jun 16, 2020",3223705,67,
77,78,"Jun 23, 2020",3286039,67,
78,79,"Jun 30, 2020",3248578,67,
79,80,"Jul 07, 2020",5918477,67,
80,81,"Jul 14, 2020",5783906,67,
81,82,"Jul 21, 2020",5601257,67,
82,83,"Jul 28, 2020",5575360,67,
83,84,"Aug 04, 2020",5915960,67,
84,85,"Aug 11, 2020",6000023,67,
85,86,"Aug 18, 2020",5959957,67,
86,87,"Aug 25, 2020",6034060,67,
87,88,"Sep 01, 2020",4931128,67,
88,89,"Sep 08, 2020",4941808,67,
89,90,"Sep 15, 2020",4742261,67,
90,91,"Sep 22, 2020",4672608,67,
91,92,"Sep 29, 2020",4566195,67,
92,93,"Oct 06, 2020",6997989,67,
93,94,"Oct 13, 2020",7145767,67,
94,95,"Oct 20, 2020",7099136,67,
95,96,"Oct 27, 2020",6784109,67,
96,97,"Nov 03, 2020",6888241,67,
97,98,"Nov 10, 2020",6886665,67,
98,99,"Nov 17, 2020",6502345,67,
99,100,"Nov 24, 2020",6016749,67,
100,101,"Dec 01, 2020",5872898,67,
101,102,"Dec 08, 2020",5627109,67,
102,103,"Dec 15, 2020",5722088,67,
103,104,"Dec 22, 2020",4980400,67,
0,1,"Jan 01, 2019",11231295,68,11231295
1,2,"Jan 08, 2019",11388166,68,11388166
2,3,"Jan 15, 2019",11761584,68,11761584
3,4,"Jan 22, 2019",12054677,68,12054677
4,5,"Jan 29, 2019",11598279,68,11598279
5,6,"Feb 05, 2019",13428399,68,13428399
6,7,"Feb 12, 2019",13690390,68,13690390
7,8,"Feb 19, 2019",14236064,68,14236064
8,9,"Feb 26, 2019",14324147,68,14324147
9,10,"Mar 05, 2019",17473008,68,17473008
10,11,"Mar 12, 2019",17955725,68,17955725
11,12,"Mar 19, 2019",17538236,68,17538236
12,13,"Mar 26, 2019",17267031,68,17267031
13,14,"Apr 02, 2019",13137411,68,13137411
14,15,"Apr 09, 2019",13554127,68,13554127
15,16,"Apr 16, 2019",13032601,68,13032601
16,17,"Apr 23, 2019",13436586,68,13436586
17,18,"Apr 30, 2019",13777275,68,13777275
18,19,"May 07, 2019",17662448,68,17662448
19,20,"May 14, 2019",18094474,68,18094474
20,21,"May 21, 2019",17414930,68,17414930
21,22,"May 28, 2019",18194149,68,18194149
22,23,"Jun 04, 2019",18104387,68,18104387
23,24,"Jun 11, 2019",18321170,68,18321170
24,25,"Jun 18, 2019",18624071,68,18624071
25,26,"Jun 25, 2019",17741372,68,17741372
26,27,"Jul 02, 2019",13836482,68,13836482
27,28,"Jul 09, 2019",15338763,68,15338763
28,29,"Jul 16, 2019",15570231,68,15570231
29,30,"Jul 23, 2019",15205399,68,15205399
30,31,"Jul 30, 2019",15333126,68,15333126
31,32,"Aug 06, 2019",18483701,68,18483701
32,33,"Aug 13, 2019",18393692,68,18393692
33,34,"Aug 20, 2019",18386497,68,18386497
34,35,"Aug 27, 2019",17454110,68,17454110
35,36,"Sep 03, 2019",15776335,68,15776335
36,37,"Sep 10, 2019",16512127,68,16512127
37,38,"Sep 17, 2019",16559505,68,16559505
38,39,"Sep 24, 2019",15133034,68,15133034
39,40,"Oct 01, 2019",15962941,68,15962941
40,41,"Oct 08, 2019",14112240,68,14112240
41,42,"Oct 15, 2019",14049447,68,14049447
42,43,"Oct 22, 2019",13308128,68,13308128
43,44,"Oct 29, 2019",12489245,68,12489245
44,45,"Nov 05, 2019",16975283,68,16975283
45,46,"Nov 12, 2019",16579586,68,16579586
46,47,"Nov 19, 2019",15990755,68,15990755
47,48,"Nov 26, 2019",15271377,68,15271377
48,49,"Dec 03, 2019",15406031,68,15406031
49,50,"Dec 10, 2019",15219673,68,15219673
50,51,"Dec 17, 2019",15436205,68,15436205
51,52,"Dec 24, 2019",11947567,68,11947567
52,53,"Dec 31, 2019",11709524,68,11709524
53,54,"Jan 07, 2020",15678848,68,15678848
54,55,"Jan 14, 2020",15717139,68,15717139
55,56,"Jan 21, 2020",15510993,68,15510993
56,57,"Jan 28, 2020",14704020,68,14704020
57,58,"Feb 04, 2020",15622940,68,15622940
58,59,"Feb 11, 2020",15633051,68,15633051
59,60,"Feb 18, 2020",15607773,68,15607773
60,61,"Feb 25, 2020",12986236,68,12986236
61,62,"Mar 03, 2020",11743057,68,11743057
62,63,"Mar 10, 2020",10010525,68,10010525
63,64,"Mar 17, 2020",5801695,68,5801695
64,65,"Mar 24, 2020",3741609,68,3741609
65,66,"Mar 31, 2020",3114114,68,3114114
66,67,"Apr 07, 2020",670239,68,670239
67,68,"Apr 14, 2020",683551,68,683551
68,69,"Apr 21, 2020",731575,68,
69,70,"Apr 28, 2020",791635,68,
70,71,"May 05, 2020",1766309,68,
71,72,"May 12, 2020",1899899,68,
72,73,"May 19, 2020",1977067,68,
73,74,"May 26, 2020",2217724,68,
74,75,"Jun 02, 2020",3154688,68,
75,76,"Jun 09, 2020",3218990,68,
76,77,"Jun 16, 2020",3223705,68,
77,78,"Jun 23, 2020",3286039,68,
78,79,"Jun 30, 2020",3248578,68,
79,80,"Jul 07, 2020",5918477,68,
80,81,"Jul 14, 2020",5783906,68,
81,82,"Jul 21, 2020",5601257,68,
82,83,"Jul 28, 2020",5575360,68,
83,84,"Aug 04, 2020",5915960,68,
84,85,"Aug 11, 2020",6000023,68,
85,86,"Aug 18, 2020",5959957,68,
86,87,"Aug 25, 2020",6034060,68,
87,88,"Sep 01, 2020",4931128,68,
88,89,"Sep 08, 2020",4941808,68,
89,90,"Sep 15, 2020",4742261,68,
90,91,"Sep 22, 2020",4672608,68,
91,92,"Sep 29, 2020",4566195,68,
92,93,"Oct 06, 2020",6997989,68,
93,94,"Oct 13, 2020",7145767,68,
94,95,"Oct 20, 2020",7099136,68,
95,96,"Oct 27, 2020",6784109,68,
96,97,"Nov 03, 2020",6888241,68,
97,98,"Nov 10, 2020",6886665,68,
98,99,"Nov 17, 2020",6502345,68,
99,100,"Nov 24, 2020",6016749,68,
100,101,"Dec 01, 2020",5872898,68,
101,102,"Dec 08, 2020",5627109,68,
102,103,"Dec 15, 2020",5722088,68,
103,104,"Dec 22, 2020",4980400,68,
0,1,"Jan 01, 2019",11231295,69,11231295
1,2,"Jan 08, 2019",11388166,69,11388166
2,3,"Jan 15, 2019",11761584,69,11761584
3,4,"Jan 22, 2019",12054677,69,12054677
4,5,"Jan 29, 2019",11598279,69,11598279
5,6,"Feb 05, 2019",13428399,69,13428399
6,7,"Feb 12, 2019",13690390,69,13690390
7,8,"Feb 19, 2019",14236064,69,14236064
8,9,"Feb 26, 2019",14324147,69,14324147
9,10,"Mar 05, 2019",17473008,69,17473008
10,11,"Mar 12, 2019",17955725,69,17955725
11,12,"Mar 19, 2019",17538236,69,17538236
12,13,"Mar 26, 2019",17267031,69,17267031
13,14,"Apr 02, 2019",13137411,69,13137411
14,15,"Apr 09, 2019",13554127,69,13554127
15,16,"Apr 16, 2019",13032601,69,13032601
16,17,"Apr 23, 2019",13436586,69,13436586
17,18,"Apr 30, 2019",13777275,69,13777275
18,19,"May 07, 2019",17662448,69,17662448
19,20,"May 14, 2019",18094474,69,18094474
20,21,"May 21, 2019",17414930,69,17414930
21,22,"May 28, 2019",18194149,69,18194149
22,23,"Jun 04, 2019",18104387,69,18104387
23,24,"Jun 11, 2019",18321170,69,18321170
24,25,"Jun 18, 2019",18624071,69,18624071
25,26,"Jun 25, 2019",17741372,69,17741372
26,27,"Jul 02, 2019",13836482,69,13836482
27,28,"Jul 09, 2019",15338763,69,15338763
28,29,"Jul 16, 2019",15570231,69,15570231
29,30,"Jul 23, 2019",15205399,69,15205399
30,31,"Jul 30, 2019",15333126,69,15333126
31,32,"Aug 06, 2019",18483701,69,18483701
32,33,"Aug 13, 2019",18393692,69,18393692
33,34,"Aug 20, 2019",18386497,69,18386497
34,35,"Aug 27, 2019",17454110,69,17454110
35,36,"Sep 03, 2019",15776335,69,15776335
36,37,"Sep 10, 2019",16512127,69,16512127
37,38,"Sep 17, 2019",16559505,69,16559505
38,39,"Sep 24, 2019",15133034,69,15133034
39,40,"Oct 01, 2019",15962941,69,15962941
40,41,"Oct 08, 2019",14112240,69,14112240
41,42,"Oct 15, 2019",14049447,69,14049447
42,43,"Oct 22, 2019",13308128,69,13308128
43,44,"Oct 29, 2019",12489245,69,12489245
44,45,"Nov 05, 2019",16975283,69,16975283
45,46,"Nov 12, 2019",16579586,69,16579586
46,47,"Nov 19, 2019",15990755,69,15990755
47,48,"Nov 26, 2019",15271377,69,15271377
48,49,"Dec 03, 2019",15406031,69,15406031
49,50,"Dec 10, 2019",15219673,69,15219673
50,51,"Dec 17, 2019",15436205,69,15436205
51,52,"Dec 24, 2019",11947567,69,11947567
52,53,"Dec 31, 2019",11709524,69,11709524
53,54,"Jan 07, 2020",15678848,69,15678848
54,55,"Jan 14, 2020",15717139,69,15717139
55,56,"Jan 21, 2020",15510993,69,15510993
56,57,"Jan 28, 2020",14704020,69,14704020
57,58,"Feb 04, 2020",15622940,69,15622940
58,59,"Feb 11, 2020",15633051,69,15633051
59,60,"Feb 18, 2020",15607773,69,15607773
60,61,"Feb 25, 2020",12986236,69,12986236
61,62,"Mar 03, 2020",11743057,69,11743057
62,63,"Mar 10, 2020",10010525,69,10010525
63,64,"Mar 17, 2020",5801695,69,5801695
64,65,"Mar 24, 2020",3741609,69,3741609
65,66,"Mar 31, 2020",3114114,69,3114114
66,67,"Apr 07, 2020",670239,69,670239
67,68,"Apr 14, 2020",683551,69,683551
68,69,"Apr 21, 2020",731575,69,731575
69,70,"Apr 28, 2020",791635,69,
70,71,"May 05, 2020",1766309,69,
71,72,"May 12, 2020",1899899,69,
72,73,"May 19, 2020",1977067,69,
73,74,"May 26, 2020",2217724,69,
74,75,"Jun 02, 2020",3154688,69,
75,76,"Jun 09, 2020",3218990,69,
76,77,"Jun 16, 2020",3223705,69,
77,78,"Jun 23, 2020",3286039,69,
78,79,"Jun 30, 2020",3248578,69,
79,80,"Jul 07, 2020",5918477,69,
80,81,"Jul 14, 2020",5783906,69,
81,82,"Jul 21, 2020",5601257,69,
82,83,"Jul 28, 2020",5575360,69,
83,84,"Aug 04, 2020",5915960,69,
84,85,"Aug 11, 2020",6000023,69,
85,86,"Aug 18, 2020",5959957,69,
86,87,"Aug 25, 2020",6034060,69,
